[Gait],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat9,周期,歩行率,立脚,%,遊脚,%,両足支持,%,ストライド,ステップ,歩隔,,,,,,,,,,,,,,,,,,,,,,,,,
33.5,-3.696688,0.739311,92.59568,3.361537,-0.661808,95.264076,-23.025919,4.735752,131.726105,25.418388,5.603714,134.940445,-22.307543,-2.209202,84.321129,18.950274,0.666515,83.963821,-19.103052,-3.330452,47.374615,13.063833,-0.279823,46.016876,-16.209745,-0.407532,5.81037,9.26063,-7.625473,6.266294,-23.649384,7.835224,1.876893,14.40378,0.546356,1.381697
34,-3.691259,0.763821,92.612091,3.366073,-0.685345,95.233131,-23.021364,4.76424,131.758423,25.435268,5.566139,134.923035,-22.294481,-2.279182,84.333527,19.000755,0.581726,83.943138,-19.09671,-3.458241,47.393112,13.096939,-0.43988,45.994938,-16.211983,-0.636303,5.824667,9.24494,-7.859783,6.263529,-23.648869,7.601868,1.881813,14.404888,0.302471,1.388663
34.5,-3.681972,0.78796,92.629265,3.367786,-0.708214,95.201218,-23.012224,4.788937,131.796371,25.449318,5.524033,134.90564,-22.273989,-2.348667,84.345306,19.048794,0.493454,83.919304,-19.086128,-3.585705,47.412518,13.130253,-0.592495,45.97176,-16.214066,-0.86628,5.83923,9.227129,-8.094078,6.260926,-23.649229,7.366768,1.886117,14.406084,0.057465,1.397612
35,-3.669404,0.811935,92.645073,3.367795,-0.7304,95.168304,-22.997864,4.811508,131.83577,25.462971,5.478458,134.886948,-22.248472,-2.418358,84.355965,19.093075,0.402424,83.892624,-19.071966,-3.71439,47.431309,13.162754,-0.737289,45.947155,-16.214001,-1.097054,5.852448,9.212017,-8.330956,6.260646,-23.648716,7.130775,1.890484,14.407169,-0.190109,1.406922
35.5,-3.652191,0.835144,92.66066,3.365439,-0.751778,95.134575,-22.976761,4.828648,131.879318,25.474487,5.429237,134.867935,-22.214628,-2.487778,84.366013,19.132999,0.308922,83.86319,-19.052612,-3.843098,47.450897,13.197145,-0.877052,45.922913,-16.212706,-1.328918,5.865139,9.195822,-8.567848,6.261512,-23.648954,6.892982,1.894663,14.408796,-0.439419,1.418187
36,-3.632274,0.858341,92.675056,3.361704,-0.772736,95.100227,-22.951937,4.844429,131.924011,25.48497,5.37653,134.848129,-22.175629,-2.557354,84.37484,19.169781,0.213436,83.83165,-19.029573,-3.972969,47.469883,13.23107,-1.012005,45.897884,-16.209173,-1.561806,5.87662,9.179783,-8.805557,6.26328,-23.649179,6.654072,1.898616,14.409002,-0.68985,1.428931
36.5,-3.609547,0.881329,92.687691,3.355891,-0.792923,95.06562,-22.921875,4.858242,131.968109,25.493576,5.319408,134.82756,-22.132986,-2.627056,84.382584,19.201756,0.116127,83.798157,-19.002892,-4.104454,47.488609,13.264238,-1.141525,45.872967,-16.203548,-1.79443,5.886673,9.166613,-9.043396,6.266667,-23.648949,6.414986,1.902249,14.407246,-0.940536,1.438865
37,-3.582941,0.90398,92.698822,3.348695,-0.812519,95.030396,-22.88562,4.868202,132.01384,25.501102,5.259659,134.805847,-22.083162,-2.697392,84.389603,19.229942,0.017799,83.763168,-18.970425,-4.235924,47.506878,13.297035,-1.27095,45.848427,-16.194582,-2.028923,5.894846,9.151873,-9.280968,6.270372,-23.648479,6.17408,1.906137,14.406261,-1.192299,1.450005
37.5,-3.553417,0.927113,92.707054,3.339759,-0.831322,94.995003,-22.844978,4.877827,132.057526,25.506493,5.19643,134.783752,-22.029591,-2.767876,84.395279,19.253624,-0.08136,83.726776,-18.933268,-4.369801,47.524315,13.32897,-1.395897,45.823757,-16.183102,-2.263035,5.902047,9.138981,-9.517773,6.275167,-23.647791,5.933308,1.909779,14.402037,-1.443371,1.45805
38,-3.52167,0.950085,92.713211,3.328607,-0.849236,94.959526,-22.799391,4.885471,132.099533,25.51009,5.129398,134.760406,-21.973036,-2.838757,84.400223,19.271841,-0.181232,83.689438,-18.892344,-4.504108,47.541286,13.357437,-1.52037,45.799213,-16.169573,-2.497166,5.908113,9.12628,-9.7533,6.279909,-23.646151,5.691978,1.91324,14.396194,-1.693405,1.465833
38.5,-3.48656,0.973377,92.715958,3.316457,-0.866703,94.923866,-22.747589,4.890827,132.139404,25.511868,5.061104,134.736465,-21.911722,-2.9105,84.404617,19.287365,-0.280792,83.651649,-18.846033,-4.639259,47.556965,13.3843,-1.645859,45.774422,-16.152601,-2.732567,5.912769,9.113569,-9.987617,6.284822,-23.643524,5.450001,1.916866,14.39126,-1.943176,1.473531
39,-3.449129,0.997326,92.715866,3.301977,-0.882931,94.888321,-22.69206,4.895687,132.176331,25.511547,4.989674,134.712204,-21.848133,-2.981789,84.408455,19.298103,-0.380306,83.613266,-18.795946,-4.775116,47.57262,13.407726,-1.770065,45.749832,-16.134592,-2.967312,5.917283,9.100542,-10.220467,6.289749,-23.641008,5.207916,1.920269,14.383503,-2.191437,1.478895
39.5,-3.409236,1.021206,92.712372,3.285406,-0.898476,94.852913,-22.630497,4.89859,132.209976,25.509083,4.916206,134.686722,-21.781651,-3.053665,84.411491,19.30397,-0.479492,83.574951,-18.741491,-4.911366,47.586815,13.425978,-1.895569,45.724525,-16.113914,-3.202396,5.920887,9.087465,-10.452404,6.29437,-23.636757,4.965591,1.924077,14.376154,-2.439289,1.484479
40,-3.365503,1.045845,92.704369,3.267549,-0.91338,94.817421,-22.561693,4.898407,132.23938,25.503895,4.841904,134.661407,-21.711952,-3.125088,84.414787,19.307961,-0.577751,83.536354,-18.682865,-5.047169,47.600403,13.441612,-2.022339,45.698685,-16.09202,-3.438129,5.924838,9.074146,-10.682297,6.298802,-23.631842,4.722778,1.927577,14.369425,-2.686123,1.490223
40.5,-3.320398,1.070824,92.694267,3.246849,-0.926971,94.782272,-22.490274,4.897499,132.266418,25.496944,4.765564,134.6353,-21.641188,-3.195705,84.417953,19.306887,-0.674992,83.498329,-18.622112,-5.182518,47.614216,13.451281,-2.149857,45.672615,-16.069452,-3.673626,5.929177,9.058033,-10.912487,6.30271,-23.626635,4.479774,1.931365,14.36232,-2.93251,1.495338
41,-3.271522,1.095757,92.67897,3.22416,-0.940033,94.747276,-22.40962,4.892525,132.288361,25.487236,4.688148,134.608749,-21.567158,-3.265572,84.4207,19.302303,-0.771458,83.460495,-18.557173,-5.317261,47.62664,13.457014,-2.278259,45.646053,-16.045464,-3.909172,5.933898,9.042046,-11.141567,6.306605,-23.619852,4.236713,1.935459,14.355839,-3.178658,1.501191
41.5,-3.219857,1.120705,92.660294,3.20015,-0.952255,94.712219,-22.322893,4.883926,132.306396,25.475922,4.610249,134.581924,-21.492151,-3.333504,84.423996,19.296461,-0.866322,83.422707,-18.490534,-5.449772,47.639351,13.459156,-2.407413,45.6189,-16.021513,-4.144623,5.939889,9.025318,-11.37093,6.310452,-23.612137,3.993267,1.939562,14.350924,-3.425522,1.508046
42,-3.166783,1.145771,92.639725,3.173056,-0.963604,94.677315,-22.233292,4.873615,132.322586,25.462036,4.530952,134.554535,-21.416185,-3.40007,84.42733,19.286007,-0.960361,83.385788,-18.42312,-5.5811,47.652317,13.456911,-2.536011,45.591457,-15.996908,-4.380341,5.946302,9.005829,-11.601082,6.314596,-23.604214,3.749775,1.944186,14.346872,-3.672695,1.515419
42.5,-3.108512,1.169907,92.613846,3.144304,-0.974255,94.64241,-22.130627,4.855705,132.33374,25.445835,4.450943,134.526886,-21.336813,-3.463615,84.430527,19.273621,-1.052853,83.349083,-18.352083,-5.708729,47.664684,13.451788,-2.665283,45.564175,-15.973291,-4.614979,5.954743,8.985653,-11.831379,6.318234,-23.595264,3.506062,1.949182,14.34338,-3.920521,1.524181
43,-3.048179,1.193375,92.586113,3.113554,-0.984314,94.6073,-22.024111,4.83419,132.342651,25.427483,4.369595,134.498734,-21.256979,-3.524654,84.434219,19.25919,-1.14336,83.312912,-18.28154,-5.832916,47.677708,13.443817,-2.793388,45.53664,-15.949333,-4.849838,5.964046,8.964996,-12.06332,6.322931,-23.585594,3.262592,1.954559,14.341068,-4.169884,1.53377
43.5,-2.98546,1.216183,92.556244,3.080265,-0.993797,94.571877,-21.910637,4.807796,132.349854,25.406841,4.286716,134.469955,-21.175966,-3.582741,84.437866,19.241646,-1.232937,83.277008,-18.210102,-5.954113,47.691189,13.433975,-2.919926,45.509274,-15.925407,-5.084171,5.974335,8.942209,-12.297073,6.32815,-23.575283,3.018742,1.960452,14.339283,-4.420315,1.544168
44,-2.917764,1.237041,92.52433,3.045384,-1.002502,94.53627,-21.786747,4.774014,132.355377,25.383926,4.202805,134.44072,-21.091536,-3.637421,84.441666,19.222565,-1.320026,83.241653,-18.136665,-6.068241,47.705101,13.422977,-3.04533,45.482548,-15.903681,-5.316822,5.986859,8.919283,-12.531258,6.332898,-23.565155,2.775681,1.967168,14.33728,-4.671227,1.554701
44.5,-2.848033,1.256748,92.491859,3.008059,-1.011036,94.49987,-21.658468,4.735924,132.360443,25.357941,4.116035,134.410797,-21.006504,-3.689358,84.445854,19.200918,-1.405361,83.206551,-18.064375,-6.177803,47.719444,13.410696,-3.16888,45.456005,-15.881098,-5.549919,5.999346,8.895845,-12.767029,6.339184,-23.554491,2.532677,1.974159,14.335569,-4.923161,1.565936
45,-2.77433,1.274632,92.458084,2.968935,-1.019047,94.462692,-21.520494,4.690254,132.36499,25.330059,4.027302,134.379913,-20.918541,-3.737518,84.449615,19.177544,-1.488697,83.171425,-17.989653,-6.280651,47.734653,13.398769,-3.289658,45.429855,-15.859529,-5.780949,6.013462,8.871677,-13.004959,6.34565,-23.543306,2.289867,1.982136,14.332642,-5.17638,1.576372
45.5,-2.696079,1.290295,92.42585,2.927606,-1.02647,94.425262,-21.375231,4.638618,132.372314,25.298286,3.936367,134.348831,-20.826803,-3.783836,84.454124,19.151701,-1.569187,83.136909,-17.91449,-6.373146,47.750057,13.385906,-3.408966,45.40464,-15.839706,-6.011581,6.028741,8.848297,-13.242466,6.352213,-23.533283,2.047932,1.991042,14.330179,-5.428467,1.586983
46,-2.615351,1.304489,92.394234,2.884031,-1.033764,94.38607,-21.224108,4.582642,132.380859,25.263092,3.841553,134.316284,-20.733547,-3.827599,84.458694,19.123816,-1.646847,83.10202,-17.838097,-6.459824,47.765617,13.372385,-3.525387,45.378891,-15.819183,-6.241287,6.044089,8.824989,-13.481602,6.359747,-23.522213,1.806274,2.000085,14.325716,-5.681412,1.596224
46.5,-2.529358,1.316151,92.364815,2.838723,-1.040665,94.346161,-21.064802,4.518806,132.392639,25.224951,3.744236,134.283173,-20.635582,-3.869274,84.463676,19.093927,-1.721775,83.0672,-17.760195,-6.533672,47.782272,13.359465,-3.639187,45.353649,-15.800358,-6.46981,6.060966,8.802485,-13.721245,6.367769,-23.512415,1.564842,2.010428,14.319803,-5.934235,1.60435
47,-2.439717,1.32613,92.3395,2.791167,-1.047131,94.305328,-20.899971,4.45163,132.410629,25.182711,3.64423,134.249344,-20.533918,-3.911427,84.469742,19.062202,-1.793232,83.032303,-17.681292,-6.595375,47.798222,13.344501,-3.752361,45.328468,-15.782177,-6.69836,6.078511,8.780203,-13.960434,6.375221,-23.503239,1.323521,2.021298,14.314482,-6.185795,1.612275
47.5,-2.346574,1.334534,92.315308,2.741185,-1.053364,94.26255,-20.730021,4.379196,132.430298,25.135334,3.539932,134.213837,-20.428661,-3.951183,84.475914,19.027746,-1.860985,82.997002,-17.599825,-6.649212,47.81461,13.329073,-3.861465,45.301983,-15.763987,-6.92527,6.096537,8.759735,-14.199764,6.383644,-23.493393,1.082973,2.032534,14.306192,-6.436653,1.617825
48,-2.247789,1.340515,92.29847,2.68997,-1.059166,94.218849,-20.553196,4.30151,132.460068,25.085545,3.43343,134.178024,-20.317884,-3.993862,84.48423,18.992266,-1.924744,82.961563,-17.51725,-6.684097,47.831333,13.312881,-3.969475,45.275826,-15.745535,-7.152512,6.116002,8.740265,-14.438164,6.392321,-23.48457,0.841545,2.045084,14.298599,-6.686867,1.623279
48.5,-2.145283,1.345432,92.286118,2.635783,-1.06456,94.173706,-20.372757,4.220932,132.496231,25.029692,3.323994,134.140991,-20.202456,-4.037354,84.493805,18.954199,-1.9842,82.925674,-17.433329,-6.704185,47.847134,13.292751,-4.075745,45.248089,-15.727549,-7.379211,6.137268,8.721472,-14.676674,6.40071,-23.476128,0.599964,2.058063,14.290476,-6.936497,1.628003
49,-2.03948,1.349094,92.277779,2.579952,-1.069645,94.12709,-20.188902,4.137024,132.537628,24.9697,3.211834,134.102783,-20.083925,-4.081837,84.50486,18.914177,-2.039574,82.889313,-17.347887,-6.71389,47.863026,13.271296,-4.179268,45.219456,-15.70859,-7.605495,6.159309,8.704973,-14.914284,6.410154,-23.467154,0.358231,2.071449,14.281929,-7.185268,1.632271
49.5,-1.928792,1.351105,92.278297,2.523022,-1.07428,94.079109,-20.000898,4.049641,132.591446,24.907295,3.09824,134.064194,-19.95937,-4.131905,84.519325,18.873976,-2.090286,82.852554,-17.26186,-6.70306,47.879364,13.247709,-4.281738,45.189758,-15.686897,-7.831596,6.184606,8.687984,-15.150551,6.419133,-23.457159,0.114613,2.085909,14.273792,-7.433956,1.636485
50,-1.814662,1.352444,92.283813,2.462679,-1.078278,94.029587,-19.81049,3.959064,132.65152,24.837252,2.98246,134.024155,-19.831287,-4.182838,84.535728,18.829788,-2.135513,82.815392,-17.175728,-6.675808,47.89497,13.219265,-4.380783,45.158413,-15.665331,-8.05685,6.212674,8.673674,-15.386902,6.429298,-23.447245,-0.129238,2.101059,14.266975,-7.682365,1.641909
50.5,-1.697219,1.352524,92.297005,2.401551,-1.081905,93.978508,-19.617815,3.865932,132.722137,24.765301,2.865608,133.983276,-19.699818,-4.238682,84.556114,18.785229,-2.176109,82.777397,-17.08956,-6.63332,47.911537,13.189457,-4.478302,45.126244,-15.639105,-8.28112,6.244297,8.659157,-15.622364,6.439343,-23.434324,-0.37458,2.116862,14.260256,-7.931004,1.647307
51,-1.57643,1.35149,92.317589,2.33895,-1.084957,93.926048,-19.42359,3.768955,132.802643,24.689444,2.748554,133.942032,-19.5644,-4.298508,84.580536,18.73984,-2.211975,82.739273,-17.005432,-6.572533,47.929161,13.156397,-4.572834,45.092613,-15.608574,-8.50412,6.280765,8.64485,-15.857357,6.450162,-23.419079,-0.621765,2.13378,14.254879,-8.18055,1.654259
51.5,-1.453941,1.350098,92.342438,2.273921,-1.087433,93.872208,-19.228239,3.670341,132.88855,24.608648,2.630714,133.899719,-19.42804,-4.360065,84.607117,18.691128,-2.242611,82.700584,-16.921871,-6.49966,47.946899,13.121395,-4.664219,45.058735,-15.576731,-8.725292,6.32097,8.632341,-16.091732,6.461785,-23.402477,-0.869122,2.151869,14.250782,-8.430195,1.662717
52,-1.328462,1.346565,92.377708,2.207903,-1.089363,93.816261,-19.032833,3.56583,132.988251,24.525059,2.513035,133.856598,-19.28874,-4.426701,84.641632,18.64205,-2.267658,82.660721,-16.843245,-6.40649,47.969173,13.084677,-4.752369,45.023373,-15.534229,-8.941463,6.370681,8.618561,-16.326523,6.473439,-23.378317,-1.118401,2.171513,14.246374,-8.681511,1.671508
52.5,-1.201256,1.342186,92.419296,2.140534,-1.090611,93.758675,-18.835836,3.458191,133.0961,24.437805,2.396137,133.812927,-19.148701,-4.495899,84.679924,18.591799,-2.287861,82.620613,-16.76639,-6.298943,47.99231,13.045929,-4.836998,44.987667,-15.487551,-9.155655,6.42553,8.605143,-16.56102,6.48603,-23.351366,-1.36887,2.192493,14.243502,-8.933647,1.682054
53,-1.073551,1.336723,92.464584,2.071068,-1.091164,93.699516,-18.639851,3.347263,133.208221,24.346659,2.279476,133.768707,-19.009317,-4.565571,84.722115,18.537905,-2.303043,82.579575,-16.69339,-6.18269,48.019073,13.007984,-4.917801,44.951965,-15.435564,-9.364834,6.487142,8.591402,-16.795795,6.498831,-23.32028,-1.618851,2.215449,14.240456,-9.186821,1.692963
53.5,-0.944884,1.32827,92.519325,2.000747,-1.091206,93.63765,-18.444695,3.228378,133.331955,24.252466,2.163582,133.723267,-18.870522,-4.636356,84.773483,18.483877,-2.313019,82.537148,-16.627075,-6.050606,48.052723,12.969379,-4.994209,44.915169,-15.371046,-9.564548,6.561311,8.576607,-17.031254,6.511421,-23.279215,-1.869022,2.241081,14.237322,-9.441044,1.704686
54,-0.815567,1.318878,92.578346,1.928678,-1.090572,93.574036,-18.248987,3.107029,133.461395,24.154226,2.048641,133.67778,-18.73164,-4.708771,84.828354,18.427126,-2.318081,82.493752,-16.562687,-5.910316,48.088913,12.931522,-5.067768,44.878422,-15.301619,-9.761063,6.640431,8.561094,-17.266708,6.524203,-23.234846,-2.119514,2.268468,14.233974,-9.69553,1.716019
54.5,-0.687216,1.30629,92.641884,1.854485,-1.08886,93.50808,-18.055801,2.978531,133.594269,24.051296,1.934872,133.631287,-18.596872,-4.777027,84.890495,18.366529,-2.317833,82.448738,-16.505672,-5.764984,48.133743,12.8958,-5.135754,44.841358,-15.221693,-9.945835,6.731452,8.545048,-17.502958,6.537065,-23.182165,-2.366787,2.299428,14.229277,-9.950729,1.726469
55,-0.558924,1.290958,92.712608,1.779133,-1.086784,93.439308,-17.863886,2.843224,133.73584,23.945013,1.821377,133.583725,-18.463375,-4.844322,84.960381,18.305077,-2.313435,82.401711,-16.45322,-5.608681,48.185455,12.86076,-5.200207,44.803352,-15.131332,-10.120052,6.834008,8.528465,-17.740559,6.548986,-23.121084,-2.612892,2.333911,14.223305,-10.206711,1.735444
55.5,-0.431143,1.273617,92.785912,1.701528,-1.083771,93.368225,-17.672472,2.7047,133.879608,23.833277,1.70937,133.535858,-18.332132,-4.909878,85.034599,18.239836,-2.303455,82.352913,-16.403185,-5.45298,48.242519,12.826746,-5.261124,44.764095,-15.033953,-10.288067,6.941806,8.511263,-17.978971,6.561151,-23.055454,-2.856976,2.370491,14.217035,-10.462547,1.743366
56,-0.305063,1.251667,92.864777,1.621358,-1.079426,93.294304,-17.484802,2.557995,134.027008,23.715761,1.598656,133.486633,-18.204971,-4.967884,85.117889,18.170166,-2.288998,82.300972,-16.360069,-5.294754,48.311455,12.795424,-5.316662,44.723499,-14.92473,-10.438168,7.064044,8.493206,-18.217951,6.572097,-22.980001,-3.094551,2.412585,14.207907,-10.717541,1.74752
56.5,-0.179316,1.227821,92.947021,1.539493,-1.074684,93.218285,-17.298889,2.40712,134.177948,23.59362,1.488354,133.436951,-18.079041,-5.02367,85.206047,18.098234,-2.270927,82.2472,-16.319832,-5.133278,48.386024,12.764235,-5.369629,44.681496,-14.808733,-10.580006,7.193285,8.476286,-18.458807,6.583016,-22.899662,-3.330269,2.457413,14.19923,-10.973255,1.75056
57,-0.055133,1.200546,93.032249,1.45441,-1.068478,93.139549,-17.113777,2.253704,134.32991,23.464455,1.380466,133.385803,-17.95701,-5.074684,85.299957,18.022038,-2.247196,82.18998,-16.280186,-4.979622,48.468002,12.732418,-5.41843,44.636013,-14.683544,-10.711033,7.327905,8.460129,-18.700977,6.594123,-22.813141,-3.560333,2.505085,14.189287,-11.228352,1.750711
57.5,0.067486,1.16861,93.122551,1.366679,-1.06094,93.059319,-16.934185,2.093353,134.483932,23.329075,1.273621,133.334595,-17.837446,-5.116467,85.402557,17.941147,-2.220451,82.129791,-16.245998,-4.824955,48.562702,12.702744,-5.461708,44.588657,-14.546888,-10.820057,7.476351,8.443731,-18.943602,6.604905,-22.717787,-3.781567,2.55977,14.178144,-11.482529,1.747273
58,0.189501,1.135048,93.214622,1.276352,-1.052521,92.977386,-16.755852,1.93219,134.638779,23.187576,1.168781,133.282669,-17.71979,-5.155895,85.508514,17.857187,-2.189613,82.067444,-16.21151,-4.674656,48.661514,12.670874,-5.502296,44.538456,-14.405322,-10.9221,7.627627,8.43112,-19.188162,6.617003,-22.619064,-3.999336,2.615797,14.16868,-11.737133,1.742971
58.5,0.31,1.098118,93.309906,1.181726,-1.041927,92.894325,-16.579481,1.770157,134.793961,23.037739,1.067997,133.229736,-17.60387,-5.189533,85.619896,17.767679,-2.154675,82.000725,-16.177284,-4.532242,48.767811,12.636393,-5.536415,44.483036,-14.254133,-11.009007,7.783102,8.420782,-19.433977,6.631269,-22.514347,-4.209576,2.675866,14.159233,-11.991802,1.736357
59,0.428955,1.057941,93.408218,1.08536,-1.030472,92.811218,-16.407778,1.606701,134.948624,22.883247,0.968258,133.177643,-17.490898,-5.216019,85.736382,17.674915,-2.117573,81.932976,-16.144053,-4.39402,48.881935,12.602304,-5.566467,44.426971,-14.094454,-11.076965,7.945366,8.411654,-19.679949,6.646667,-22.403196,-4.410488,2.740485,14.149414,-12.245972,1.727065
59.5,0.547372,1.016418,93.508049,0.984769,-1.016933,92.72892,-16.237221,1.445347,135.103516,22.721439,0.874805,133.125687,-17.377909,-5.241013,85.855179,17.577631,-2.077042,81.862579,-16.108877,-4.262619,48.998997,12.562834,-5.589886,44.366123,-13.930182,-11.136684,8.107441,8.408918,-19.92717,6.667303,-22.289026,-4.606724,2.806134,14.143394,-12.500866,1.718714
60,0.664189,0.97213,93.610947,0.88062,-1.001503,92.647919,-16.069286,1.285957,135.257294,22.553015,0.78479,133.074905,-17.266438,-5.260464,85.978157,17.476139,-2.034477,81.79023,-16.073715,-4.138401,49.121758,12.521751,-5.604801,44.301861,-13.755131,-11.176411,8.271914,8.408348,-20.174097,6.692452,-22.167953,-4.793461,2.875758,14.138243,-12.756638,1.710626
60.5,0.779484,0.926102,93.715225,0.77476,-0.985043,92.568802,-15.904644,1.12973,135.409683,22.381315,0.699036,133.025711,-17.156916,-5.277233,86.10276,17.371799,-1.990444,81.717964,-16.035954,-4.021114,49.24691,12.478081,-5.615936,44.237068,-13.573492,-11.200508,8.436243,8.411718,-20.420506,6.721447,-22.041262,-4.971943,2.947005,14.133623,-13.012115,1.701126
61,0.894625,0.87925,93.821045,0.664283,-0.965759,92.49511,-15.740561,0.977261,135.561829,22.203402,0.622154,132.98024,-17.045956,-5.293266,86.228462,17.262503,-1.944798,81.645836,-15.997557,-3.908829,49.3736,12.430408,-5.61224,44.169529,-13.385898,-11.213589,8.598639,8.420408,-20.665461,6.761581,-21.911077,-5.145233,3.019045,14.133015,-13.268974,1.696232
61.5,1.007075,0.831039,93.927826,0.552178,-0.945557,92.422821,-15.578489,0.830742,135.710938,22.022488,0.547615,132.935898,-16.938148,-5.306599,86.354614,17.151344,-1.898205,81.573586,-15.95739,-3.80423,49.500546,12.382496,-5.603798,44.10099,-13.18871,-11.204849,8.758271,8.431131,-20.908663,6.804957,-21.772985,-5.308277,3.092557,14.131754,-13.525742,1.691033
62,1.118671,0.782013,94.035187,0.437694,-0.923626,92.357849,-15.418293,0.688721,135.858917,21.839876,0.482742,132.897751,-16.829973,-5.320873,86.480133,17.037151,-1.852135,81.50502,-15.914623,-3.705254,49.62677,12.331255,-5.58382,44.033897,-12.985296,-11.182716,8.914328,8.446337,-21.148808,6.859956,-21.629755,-5.465137,3.16606,14.132751,-13.783352,1.689471
62.5,1.229437,0.732662,94.143066,0.320122,-0.899456,92.300392,-15.258368,0.551376,136.00499,21.654957,0.426056,132.865387,-16.721567,-5.335423,86.60479,16.919413,-1.805717,81.439697,-15.872597,-3.609638,49.751968,12.280201,-5.546112,43.967594,-12.774565,-11.144859,9.066525,8.464079,-21.384586,6.928158,-21.481194,-5.615147,3.239091,14.133625,-14.041046,1.692358
63,1.336896,0.682777,94.24971,0.20192,-0.874901,92.246178,-15.099642,0.42197,136.146744,21.469427,0.373314,132.836136,-16.616076,-5.350349,86.726585,16.800842,-1.759922,81.376862,-15.82819,-3.5228,49.873253,12.229452,-5.504429,43.902603,-12.555429,-11.081966,9.210663,8.483295,-21.617229,7.00108,-21.324734,-5.753418,3.311123,14.134537,-14.29842,1.69696
63.5,1.443579,0.632492,94.356201,0.081333,-0.848362,92.203064,-14.941652,0.295891,136.28717,21.284187,0.331642,132.817047,-16.509836,-5.368019,86.846169,16.679634,-1.715477,81.321236,-15.783772,-3.437935,49.991932,12.180653,-5.441219,43.841728,-12.330345,-11.007095,9.350913,8.503889,-21.842033,7.091618,-21.163183,-5.887039,3.382207,14.133797,-14.555321,1.706572
64,1.548501,0.582382,94.460274,-0.039896,-0.820992,92.165665,-14.784513,0.173946,136.423035,21.100956,0.295612,132.80246,-16.404881,-5.3866,86.96244,16.557047,-1.671135,81.269577,-15.739452,-3.357773,50.106976,12.133572,-5.367363,43.783535,-12.100613,-10.912617,9.483612,8.524368,-22.062332,7.191152,-20.998051,-6.010342,3.450799,14.13225,-14.811062,1.719926
64.5,1.650757,0.531902,94.561684,-0.161757,-0.793278,92.136497,-14.627769,0.05809,136.554413,20.917715,0.266663,132.796936,-16.301401,-5.407791,87.073647,16.433756,-1.629684,81.225525,-15.695263,-3.282692,50.215836,12.090778,-5.279476,43.730255,-11.866659,-10.795929,9.606917,8.543705,-22.276018,7.303154,-20.829388,-6.122032,3.51729,14.128614,-15.066319,1.737989
65,1.750999,0.481041,94.66098,-0.284306,-0.764568,92.117386,-14.472291,-0.056217,136.682297,20.738836,0.246716,132.800583,-16.198528,-5.432079,87.180977,16.309204,-1.589146,81.189491,-15.652433,-3.209854,50.320873,12.05369,-5.170906,43.682415,-11.628132,-10.662567,9.724656,8.562466,-22.478985,7.432261,-20.655651,-6.22543,3.581444,14.121742,-15.318573,1.75968
65.5,1.849498,0.430225,94.755562,-0.406678,-0.735954,92.103676,-14.318404,-0.167465,136.80368,20.561478,0.231121,132.810028,-16.096651,-5.457203,87.282822,16.184473,-1.54998,81.158813,-15.608953,-3.142132,50.420109,12.020212,-5.051186,43.637981,-11.391294,-10.507771,9.831583,8.579124,-22.677952,7.570974,-20.485262,-6.312443,3.641602,14.113256,-15.570301,1.785905
66,1.945054,0.378891,94.845772,-0.528925,-0.707047,92.099449,-14.165634,-0.27668,136.91954,20.387171,0.223148,132.829453,-15.9965,-5.485703,87.378532,16.059107,-1.513142,81.137421,-15.568861,-3.077049,50.512909,11.99474,-4.911964,43.599945,-11.155775,-10.332245,9.929244,8.593113,-22.866423,7.725319,-20.31633,-6.384792,3.699121,14.102207,-15.819202,1.817198
66.5,2.039097,0.327488,94.932091,-0.650792,-0.678242,92.101532,-14.015421,-0.385769,137.030243,20.216423,0.220516,132.855148,-15.896761,-5.515686,87.46949,15.933784,-1.477085,81.122154,-15.528454,-3.013817,50.60149,11.97444,-4.757576,43.566235,-10.925844,-10.142403,10.019757,8.606609,-23.046192,7.893643,-20.15222,-6.442295,3.753347,14.089798,-16.065987,1.852654
67,2.130713,0.275562,95.011986,-0.772203,-0.649689,92.109154,-13.868303,-0.493664,137.132751,20.0462,0.221874,132.887329,-15.798155,-5.546768,87.553337,15.808935,-1.443127,81.113075,-15.488796,-2.954952,50.682533,11.96172,-4.584866,43.535339,-10.703259,-9.929802,10.097605,8.618666,-23.21973,8.074971,-19.998329,-6.476719,3.80304,14.074802,-16.311092,1.891901
67.5,2.219409,0.223286,95.085846,-0.892368,-0.621338,92.124191,-13.72409,-0.602146,137.22821,19.880699,0.229828,132.926819,-15.701597,-5.580589,87.630249,15.683748,-1.41058,81.11248,-15.452475,-2.898151,50.757492,11.957886,-4.393494,43.511456,-10.493135,-9.697945,10.164974,8.629799,-23.381413,8.273235,-19.855381,-6.487839,3.848797,14.061481,-16.552937,1.939204
68,2.306823,0.171181,95.155212,-1.011733,-0.593712,92.142471,-13.584053,-0.710556,137.31778,19.715429,0.240017,132.969482,-15.604696,-5.614876,87.701981,15.55954,-1.379482,81.115433,-15.414534,-2.84119,50.827736,11.960968,-4.187088,43.489285,-10.298687,-9.454948,10.224433,8.644075,-23.534204,8.484544,-19.727816,-6.475807,3.890628,14.046955,-16.791981,1.989382
